location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T23:30:00.000Z,2019-12-27T05:00:00+05:30,pm25,101,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T22:30:00.000Z,2019-12-27T04:00:00+05:30,pm25,103,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T21:30:00.000Z,2019-12-27T03:00:00+05:30,pm25,83,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T20:30:00.000Z,2019-12-27T02:00:00+05:30,pm25,94,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T19:30:00.000Z,2019-12-27T01:00:00+05:30,pm25,114,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T18:30:00.000Z,2019-12-27T00:00:00+05:30,pm25,110,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T17:30:00.000Z,2019-12-26T23:00:00+05:30,pm25,105,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T16:30:00.000Z,2019-12-26T22:00:00+05:30,pm25,107,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T15:30:00.000Z,2019-12-26T21:00:00+05:30,pm25,150,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T14:30:00.000Z,2019-12-26T20:00:00+05:30,pm25,152,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T13:30:00.000Z,2019-12-26T19:00:00+05:30,pm25,149,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T12:30:00.000Z,2019-12-26T18:00:00+05:30,pm25,221,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T11:30:00.000Z,2019-12-26T17:00:00+05:30,pm25,249,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T10:30:00.000Z,2019-12-26T16:00:00+05:30,pm25,197,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T09:30:00.000Z,2019-12-26T15:00:00+05:30,pm25,188,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T08:30:00.000Z,2019-12-26T14:00:00+05:30,pm25,203,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T07:30:00.000Z,2019-12-26T13:00:00+05:30,pm25,197,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T06:30:00.000Z,2019-12-26T12:00:00+05:30,pm25,199,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T05:30:00.000Z,2019-12-26T11:00:00+05:30,pm25,188,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T04:30:00.000Z,2019-12-26T10:00:00+05:30,pm25,168,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T03:30:00.000Z,2019-12-26T09:00:00+05:30,pm25,183,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T02:30:00.000Z,2019-12-26T08:00:00+05:30,pm25,189,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T01:30:00.000Z,2019-12-26T07:00:00+05:30,pm25,176,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-26T00:30:00.000Z,2019-12-26T06:00:00+05:30,pm25,177,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T23:30:00.000Z,2019-12-26T05:00:00+05:30,pm25,183,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T22:30:00.000Z,2019-12-26T04:00:00+05:30,pm25,176,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T21:30:00.000Z,2019-12-26T03:00:00+05:30,pm25,187,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T20:30:00.000Z,2019-12-26T02:00:00+05:30,pm25,216,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T19:30:00.000Z,2019-12-26T01:00:00+05:30,pm25,279,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T18:30:00.000Z,2019-12-26T00:00:00+05:30,pm25,417,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T17:30:00.000Z,2019-12-25T23:00:00+05:30,pm25,281,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T16:30:00.000Z,2019-12-25T22:00:00+05:30,pm25,281,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T15:30:00.000Z,2019-12-25T21:00:00+05:30,pm25,230,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T14:30:00.000Z,2019-12-25T20:00:00+05:30,pm25,182,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T13:30:00.000Z,2019-12-25T19:00:00+05:30,pm25,181,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T12:30:00.000Z,2019-12-25T18:00:00+05:30,pm25,162,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T11:30:00.000Z,2019-12-25T17:00:00+05:30,pm25,157,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T10:30:00.000Z,2019-12-25T16:00:00+05:30,pm25,156,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T09:30:00.000Z,2019-12-25T15:00:00+05:30,pm25,138,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T08:30:00.000Z,2019-12-25T14:00:00+05:30,pm25,140,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T07:30:00.000Z,2019-12-25T13:00:00+05:30,pm25,131,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T06:30:00.000Z,2019-12-25T12:00:00+05:30,pm25,120,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T05:30:00.000Z,2019-12-25T11:00:00+05:30,pm25,117,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T04:30:00.000Z,2019-12-25T10:00:00+05:30,pm25,134,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T03:30:00.000Z,2019-12-25T09:00:00+05:30,pm25,193,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T02:30:00.000Z,2019-12-25T08:00:00+05:30,pm25,184,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T01:30:00.000Z,2019-12-25T07:00:00+05:30,pm25,175,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-25T00:30:00.000Z,2019-12-25T06:00:00+05:30,pm25,179,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T23:30:00.000Z,2019-12-25T05:00:00+05:30,pm25,179,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T22:30:00.000Z,2019-12-25T04:00:00+05:30,pm25,183,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T21:30:00.000Z,2019-12-25T03:00:00+05:30,pm25,215,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T20:30:00.000Z,2019-12-25T02:00:00+05:30,pm25,286,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T19:30:00.000Z,2019-12-25T01:00:00+05:30,pm25,-999,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T18:30:00.000Z,2019-12-25T00:00:00+05:30,pm25,274,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T17:30:00.000Z,2019-12-24T23:00:00+05:30,pm25,274,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T16:30:00.000Z,2019-12-24T22:00:00+05:30,pm25,281,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T15:30:00.000Z,2019-12-24T21:00:00+05:30,pm25,247,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T14:30:00.000Z,2019-12-24T20:00:00+05:30,pm25,198,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T13:30:00.000Z,2019-12-24T19:00:00+05:30,pm25,148,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T12:30:00.000Z,2019-12-24T18:00:00+05:30,pm25,137,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T11:30:00.000Z,2019-12-24T17:00:00+05:30,pm25,130,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T10:30:00.000Z,2019-12-24T16:00:00+05:30,pm25,138,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T09:30:00.000Z,2019-12-24T15:00:00+05:30,pm25,128,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T08:30:00.000Z,2019-12-24T14:00:00+05:30,pm25,133,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T07:30:00.000Z,2019-12-24T13:00:00+05:30,pm25,174,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T06:30:00.000Z,2019-12-24T12:00:00+05:30,pm25,290,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T05:30:00.000Z,2019-12-24T11:00:00+05:30,pm25,318,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T04:30:00.000Z,2019-12-24T10:00:00+05:30,pm25,330,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T03:30:00.000Z,2019-12-24T09:00:00+05:30,pm25,314,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T02:30:00.000Z,2019-12-24T08:00:00+05:30,pm25,260,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T01:30:00.000Z,2019-12-24T07:00:00+05:30,pm25,248,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-24T00:30:00.000Z,2019-12-24T06:00:00+05:30,pm25,246,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T23:30:00.000Z,2019-12-24T05:00:00+05:30,pm25,253,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T22:30:00.000Z,2019-12-24T04:00:00+05:30,pm25,303,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T21:30:00.000Z,2019-12-24T03:00:00+05:30,pm25,324,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T20:30:00.000Z,2019-12-24T02:00:00+05:30,pm25,342,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T19:30:00.000Z,2019-12-24T01:00:00+05:30,pm25,324,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T18:30:00.000Z,2019-12-24T00:00:00+05:30,pm25,319,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T17:30:00.000Z,2019-12-23T23:00:00+05:30,pm25,332,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T16:30:00.000Z,2019-12-23T22:00:00+05:30,pm25,328,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T15:30:00.000Z,2019-12-23T21:00:00+05:30,pm25,329,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T14:30:00.000Z,2019-12-23T20:00:00+05:30,pm25,317,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T13:30:00.000Z,2019-12-23T19:00:00+05:30,pm25,305,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T12:30:00.000Z,2019-12-23T18:00:00+05:30,pm25,269,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T11:30:00.000Z,2019-12-23T17:00:00+05:30,pm25,243,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T10:30:00.000Z,2019-12-23T16:00:00+05:30,pm25,235,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T09:30:00.000Z,2019-12-23T15:00:00+05:30,pm25,230,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T08:30:00.000Z,2019-12-23T14:00:00+05:30,pm25,219,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T07:30:00.000Z,2019-12-23T13:00:00+05:30,pm25,228,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T06:30:00.000Z,2019-12-23T12:00:00+05:30,pm25,218,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T05:30:00.000Z,2019-12-23T11:00:00+05:30,pm25,202,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T04:30:00.000Z,2019-12-23T10:00:00+05:30,pm25,202,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T03:30:00.000Z,2019-12-23T09:00:00+05:30,pm25,162,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T02:30:00.000Z,2019-12-23T08:00:00+05:30,pm25,173,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T01:30:00.000Z,2019-12-23T07:00:00+05:30,pm25,179,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-23T00:30:00.000Z,2019-12-23T06:00:00+05:30,pm25,163,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-22T23:30:00.000Z,2019-12-23T05:00:00+05:30,pm25,157,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-22T22:30:00.000Z,2019-12-23T04:00:00+05:30,pm25,168,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-22T21:30:00.000Z,2019-12-23T03:00:00+05:30,pm25,179,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-22T20:30:00.000Z,2019-12-23T02:00:00+05:30,pm25,243,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-22T19:30:00.000Z,2019-12-23T01:00:00+05:30,pm25,297,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kolkata,Kolkata,IN,2019-12-22T18:30:00.000Z,2019-12-23T00:00:00+05:30,pm25,315,µg/m³,22.56263,88.36304,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
