,Date (LT),Raw Conc.,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
1324,2020-01-06 10:00:00,86.0,68.0,54.0,60.0,90.0,8.0,0.0,30.01,0.0,1.0
1325,2020-01-06 11:00:00,94.0,66.0,52.0,60.0,112.5,7.0,0.0,30.01,0.0,1.0
1326,2020-01-06 12:00:00,79.0,63.0,52.0,68.0,90.0,3.0,0.0,30.01,0.0,1.0
1327,2020-01-06 13:00:00,73.0,61.0,54.0,77.0,90.0,3.0,0.0,30.04,0.0,1.0
1328,2020-01-06 14:00:00,76.0,61.0,54.0,77.0,67.5,3.0,0.0,30.04,0.0,1.0
1329,2020-01-06 15:00:00,74.0,59.0,54.0,82.0,0.0,0.0,0.0,30.04,0.0,1.0
1330,2020-01-06 16:00:00,69.0,59.0,54.0,82.0,90.0,5.0,0.0,30.07,0.0,1.0
1331,2020-01-06 17:00:00,87.0,57.0,54.0,88.0,90.0,5.0,0.0,30.07,0.0,1.0
1332,2020-01-06 18:00:00,123.0,55.0,54.0,94.0,90.0,6.0,0.0,30.04,0.0,1.0
1333,2020-01-06 19:00:00,157.0,54.0,52.0,94.0,112.5,5.0,0.0,30.01,0.0,1.0
1334,2020-01-06 20:00:00,180.0,54.0,52.0,94.0,90.0,6.0,0.0,30.01,0.0,2.0
1335,2020-01-06 21:00:00,190.0,52.0,50.0,94.0,90.0,6.0,0.0,30.01,0.0,2.0
1336,2020-01-06 22:00:00,170.0,52.0,50.0,94.0,90.0,3.0,0.0,29.98,0.0,2.0
1337,2020-01-06 23:00:00,166.0,52.0,50.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
1338,2020-01-07 00:00:00,170.0,52.0,50.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
1339,2020-01-07 01:00:00,158.0,52.0,50.0,94.0,0.0,0.0,0.0,30.01,0.0,2.0
1340,2020-01-07 02:00:00,148.0,52.0,50.0,94.0,135.0,3.0,0.0,30.01,0.0,2.0
1341,2020-01-07 03:00:00,160.0,55.0,54.0,94.0,135.0,3.0,0.0,30.04,0.0,2.0
1342,2020-01-07 04:00:00,162.0,59.0,55.0,88.0,135.0,7.0,0.0,30.04,0.0,2.0
1343,2020-01-07 05:00:00,166.0,63.0,55.0,77.0,135.0,8.0,0.0,30.01,0.0,2.0
1344,2020-01-07 06:00:00,168.0,64.0,55.0,73.0,135.0,9.0,0.0,30.01,0.0,1.0
1345,2020-01-07 07:00:00,234.0,66.0,55.0,68.0,135.0,9.0,0.0,29.98,0.0,1.0
1346,2020-01-07 08:00:00,222.0,68.0,54.0,60.0,135.0,9.0,0.0,29.96,0.0,1.0
1347,2020-01-07 09:00:00,237.0,68.0,54.0,60.0,112.5,8.0,0.0,29.93,0.0,1.0
1348,2020-01-07 10:00:00,223.0,68.0,55.0,64.0,157.5,7.0,0.0,29.93,0.0,1.0
1349,2020-01-07 11:00:00,181.0,66.0,55.0,68.0,112.5,7.0,0.0,29.93,0.0,1.0
1350,2020-01-07 12:00:00,169.0,63.0,55.0,77.0,0.0,0.0,0.0,29.93,0.0,1.0
1351,2020-01-07 13:00:00,153.0,63.0,57.0,82.0,0.0,0.0,0.0,29.93,0.0,1.0
1352,2020-01-07 14:00:00,148.0,61.0,57.0,88.0,0.0,0.0,0.0,29.96,0.0,1.0
1353,2020-01-07 15:00:00,146.0,61.0,55.0,82.0,0.0,0.0,0.0,29.98,0.0,1.0
1354,2020-01-07 16:00:00,151.0,59.0,57.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
1355,2020-01-07 17:00:00,167.0,57.0,52.0,82.0,0.0,0.0,0.0,29.98,0.0,2.0
1356,2020-01-07 18:00:00,185.0,54.0,52.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
1357,2020-01-07 19:00:00,235.0,54.0,52.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
1358,2020-01-07 20:00:00,281.0,52.0,50.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1359,2020-01-07 21:00:00,311.0,52.0,50.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1360,2020-01-07 22:00:00,296.0,50.0,48.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1361,2020-01-07 23:00:00,385.0,50.0,48.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1362,2020-01-08 00:00:00,444.0,50.0,48.0,94.0,90.0,3.0,0.0,29.96,0.0,2.0
1363,2020-01-08 01:00:00,391.0,52.0,50.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1364,2020-01-08 02:00:00,372.0,54.0,52.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
1365,2020-01-08 03:00:00,417.0,57.0,55.0,94.0,90.0,5.0,0.0,30.01,0.0,2.0
1366,2020-01-08 04:00:00,337.0,63.0,57.0,82.0,90.0,6.0,0.0,30.04,0.0,2.0
1367,2020-01-08 05:00:00,301.0,66.0,57.0,73.0,45.0,7.0,0.0,30.01,0.0,1.0
1368,2020-01-08 06:00:00,271.0,70.0,57.0,64.0,67.5,7.0,0.0,29.96,0.0,1.0
1369,2020-01-08 07:00:00,261.0,72.0,59.0,64.0,45.0,7.0,0.0,29.93,0.0,1.0
1370,2020-01-08 08:00:00,254.0,73.0,59.0,61.0,45.0,7.0,0.0,29.9,0.0,1.0
1371,2020-01-08 09:00:00,186.0,73.0,59.0,61.0,90.0,6.0,0.0,29.87,0.0,1.0
1372,2020-01-08 10:00:00,140.0,73.0,61.0,65.0,112.5,9.0,0.0,29.87,0.0,1.0
1373,2020-01-08 11:00:00,113.0,70.0,59.0,68.0,90.0,7.0,0.0,29.9,0.0,1.0
1374,2020-01-08 12:00:00,106.0,68.0,61.0,78.0,337.5,5.0,0.0,29.9,0.0,1.0
1375,2020-01-08 13:00:00,106.0,66.0,59.0,78.0,0.0,0.0,0.0,29.93,0.0,1.0
1376,2020-01-08 14:00:00,84.0,64.0,59.0,83.0,112.5,5.0,0.0,29.96,0.0,1.0
1377,2020-01-08 15:00:00,86.0,64.0,59.0,83.0,0.0,0.0,0.0,29.96,0.0,1.0
1378,2020-01-08 16:00:00,80.0,63.0,59.0,88.0,0.0,0.0,0.0,29.96,0.0,1.0
1379,2020-01-08 17:00:00,87.0,63.0,59.0,88.0,0.0,0.0,0.0,29.96,0.0,1.0
1380,2020-01-08 18:00:00,109.0,63.0,59.0,88.0,0.0,0.0,0.0,29.96,0.0,1.0
1381,2020-01-08 19:00:00,149.0,61.0,57.0,88.0,0.0,0.0,0.0,29.93,0.0,1.0
1382,2020-01-08 20:00:00,192.0,59.0,57.0,94.0,45.0,3.0,0.0,29.9,0.0,2.0
1383,2020-01-08 21:00:00,158.0,59.0,57.0,94.0,0.0,0.0,0.0,29.87,0.0,2.0
1384,2020-01-08 22:00:00,134.0,59.0,57.0,94.0,112.5,3.0,0.0,29.9,0.0,2.0
1385,2020-01-08 23:00:00,148.0,59.0,57.0,94.0,0.0,0.0,0.0,29.9,0.0,2.0
1386,2020-01-09 00:00:00,166.0,59.0,57.0,94.0,0.0,0.0,0.0,29.9,0.0,2.0
1387,2020-01-09 01:00:00,187.0,59.0,57.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1388,2020-01-09 02:00:00,158.0,61.0,59.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
1389,2020-01-09 03:00:00,161.0,63.0,61.0,94.0,90.0,6.0,0.0,30.01,0.0,2.0
1390,2020-01-09 04:00:00,168.0,66.0,59.0,78.0,45.0,6.0,0.0,30.01,0.0,1.0
1391,2020-01-09 05:00:00,193.0,68.0,61.0,78.0,360.0,5.0,0.0,30.01,0.0,1.0
1392,2020-01-09 06:00:00,204.0,70.0,61.0,73.0,360.0,3.0,0.0,29.98,0.0,1.0
1393,2020-01-09 07:00:00,240.0,70.0,61.0,73.0,22.5,3.0,0.0,29.96,0.0,1.0
1394,2020-01-09 08:00:00,206.0,68.0,63.0,83.0,90.0,5.0,0.0,29.93,0.0,3.0
1395,2020-01-09 09:00:00,165.0,66.0,63.0,88.0,90.0,5.0,0.0,29.93,0.0,3.0
1396,2020-01-09 10:00:00,103.0,66.0,63.0,88.0,0.0,0.0,0.0,29.93,0.0,3.0
1397,2020-01-09 11:00:00,103.0,66.0,63.0,88.0,337.5,3.0,0.0,29.93,0.0,2.0
1398,2020-01-09 12:00:00,94.0,66.0,63.0,88.0,315.0,3.0,0.0,29.93,0.0,2.0
1399,2020-01-09 13:00:00,95.0,64.0,63.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1400,2020-01-09 14:00:00,94.0,64.0,63.0,94.0,0.0,0.0,0.0,29.96,0.0,3.0
1401,2020-01-09 15:00:00,118.0,64.0,63.0,94.0,0.0,0.0,0.0,29.98,0.0,3.0
1402,2020-01-09 16:00:00,132.0,64.0,63.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1403,2020-01-09 17:00:00,105.0,63.0,61.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1404,2020-01-09 18:00:00,82.0,63.0,61.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1405,2020-01-09 19:00:00,91.0,63.0,61.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1406,2020-01-09 20:00:00,112.0,61.0,59.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1407,2020-01-09 21:00:00,132.0,61.0,59.0,94.0,90.0,3.0,0.0,29.93,0.0,2.0
1408,2020-01-09 22:00:00,134.0,59.0,57.0,94.0,135.0,5.0,0.0,29.93,0.0,2.0
1409,2020-01-09 23:00:00,124.0,59.0,57.0,94.0,135.0,6.0,0.0,29.93,0.0,2.0
1410,2020-01-10 00:00:00,127.0,59.0,57.0,94.0,112.5,5.0,0.0,29.96,0.0,2.0
1411,2020-01-10 01:00:00,131.0,59.0,57.0,94.0,112.5,7.0,0.0,29.98,0.0,2.0
1412,2020-01-10 02:00:00,148.0,59.0,57.0,94.0,112.5,7.0,0.0,29.98,0.0,2.0
1413,2020-01-10 03:00:00,157.0,61.0,59.0,94.0,112.5,8.0,0.0,30.01,0.0,2.0
1414,2020-01-10 04:00:00,153.0,63.0,55.0,77.0,135.0,12.0,0.0,30.04,0.0,1.0
1415,2020-01-10 05:00:00,117.0,64.0,55.0,73.0,112.5,10.0,0.0,30.04,0.0,1.0
1416,2020-01-10 06:00:00,139.0,66.0,55.0,68.0,112.5,12.0,0.0,30.01,0.0,1.0
1417,2020-01-10 07:00:00,136.0,68.0,55.0,64.0,112.5,10.0,0.0,29.96,0.0,1.0
1418,2020-01-10 08:00:00,139.0,68.0,57.0,68.0,135.0,9.0,0.0,29.93,0.0,1.0
1419,2020-01-10 09:00:00,149.0,70.0,57.0,64.0,112.5,9.0,0.0,29.93,0.0,1.0
1420,2020-01-10 10:00:00,127.0,70.0,55.0,60.0,112.5,10.0,0.0,29.93,0.0,1.0
1421,2020-01-10 11:00:00,123.0,68.0,55.0,64.0,112.5,8.0,0.0,29.96,0.0,1.0
1422,2020-01-10 12:00:00,115.0,66.0,55.0,68.0,135.0,5.0,0.0,29.96,0.0,1.0
1423,2020-01-10 13:00:00,119.0,64.0,54.0,68.0,112.5,3.0,0.0,29.98,0.0,1.0
1424,2020-01-10 14:00:00,103.0,63.0,55.0,77.0,135.0,5.0,0.0,30.01,0.0,1.0
1425,2020-01-10 15:00:00,104.0,61.0,54.0,77.0,135.0,5.0,0.0,30.01,0.0,1.0
1426,2020-01-10 16:00:00,113.0,61.0,54.0,77.0,112.5,7.0,0.0,30.04,0.0,1.0
1427,2020-01-10 17:00:00,107.0,57.0,52.0,82.0,112.5,6.0,0.0,30.04,0.0,1.0
1428,2020-01-10 18:00:00,143.0,55.0,52.0,88.0,112.5,5.0,0.0,30.01,0.0,1.0
1429,2020-01-10 19:00:00,177.0,54.0,50.0,88.0,112.5,6.0,0.0,30.01,0.0,1.0
1430,2020-01-10 20:00:00,208.0,54.0,50.0,88.0,112.5,6.0,0.0,30.01,0.0,1.0
1431,2020-01-10 21:00:00,138.0,54.0,52.0,94.0,135.0,7.0,0.0,30.01,0.0,1.0
1432,2020-01-10 22:00:00,135.0,54.0,52.0,94.0,112.5,6.0,0.0,30.01,0.0,1.0
1433,2020-01-10 23:00:00,122.0,54.0,52.0,94.0,112.5,5.0,0.0,30.01,0.0,1.0
1434,2020-01-11 00:00:00,125.0,52.0,50.0,94.0,135.0,5.0,0.0,30.01,0.0,1.0
1435,2020-01-11 01:00:00,118.0,52.0,50.0,94.0,135.0,5.0,0.0,30.01,0.0,2.0
1436,2020-01-11 02:00:00,117.0,52.0,50.0,94.0,135.0,3.0,0.0,30.04,0.0,2.0
1437,2020-01-11 03:00:00,104.0,55.0,52.0,88.0,135.0,8.0,0.0,30.07,0.0,2.0
1438,2020-01-11 04:00:00,95.0,59.0,54.0,82.0,135.0,8.0,0.0,30.07,0.0,1.0
1439,2020-01-11 05:00:00,98.0,63.0,54.0,72.0,135.0,8.0,0.0,30.04,0.0,1.0
1440,2020-01-11 06:00:00,97.0,64.0,54.0,68.0,135.0,9.0,0.0,30.01,0.0,1.0
1441,2020-01-11 07:00:00,110.0,66.0,54.0,64.0,112.5,8.0,0.0,30.01,0.0,1.0
1442,2020-01-11 08:00:00,118.0,66.0,54.0,64.0,90.0,8.0,0.0,29.98,0.0,1.0
1443,2020-01-11 09:00:00,127.0,66.0,54.0,64.0,135.0,8.0,0.0,29.98,0.0,1.0
1444,2020-01-11 10:00:00,119.0,66.0,54.0,64.0,112.5,9.0,0.0,29.96,0.0,1.0
1445,2020-01-11 11:00:00,112.0,66.0,55.0,68.0,112.5,6.0,0.0,29.96,0.0,1.0
1446,2020-01-11 12:00:00,96.0,64.0,55.0,73.0,112.5,3.0,0.0,29.96,0.0,1.0
1447,2020-01-11 13:00:00,96.0,61.0,54.0,77.0,0.0,0.0,0.0,29.96,0.0,1.0
1448,2020-01-11 14:00:00,94.0,61.0,54.0,77.0,0.0,0.0,0.0,29.98,0.0,1.0
1449,2020-01-11 15:00:00,95.0,59.0,54.0,82.0,0.0,0.0,0.0,29.98,0.0,1.0
1450,2020-01-11 16:00:00,90.0,59.0,54.0,82.0,0.0,0.0,0.0,29.98,0.0,1.0
1451,2020-01-11 17:00:00,105.0,55.0,54.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
1452,2020-01-11 18:00:00,170.0,54.0,52.0,94.0,135.0,3.0,0.0,29.98,0.0,2.0
1453,2020-01-11 19:00:00,244.0,55.0,54.0,94.0,112.5,7.0,0.0,29.98,0.0,2.0
1454,2020-01-11 20:00:00,251.0,54.0,52.0,94.0,112.5,6.0,0.0,29.98,0.0,2.0
1455,2020-01-11 21:00:00,236.0,54.0,52.0,94.0,135.0,6.0,0.0,29.96,0.0,2.0
1456,2020-01-11 22:00:00,267.0,54.0,52.0,94.0,112.5,6.0,0.0,29.96,0.0,2.0
1457,2020-01-11 23:00:00,263.0,54.0,52.0,94.0,135.0,3.0,0.0,29.96,0.0,2.0
1458,2020-01-12 00:00:00,226.0,52.0,50.0,94.0,157.5,5.0,0.0,29.96,0.0,2.0
1459,2020-01-12 01:00:00,167.0,52.0,50.0,94.0,135.0,5.0,0.0,29.98,0.0,2.0
1460,2020-01-12 02:00:00,145.0,54.0,50.0,88.0,135.0,3.0,0.0,30.01,0.0,2.0
1461,2020-01-12 03:00:00,126.0,55.0,52.0,88.0,135.0,7.0,0.0,30.01,0.0,2.0
1462,2020-01-12 04:00:00,130.0,59.0,52.0,77.0,112.5,7.0,0.0,30.01,0.0,2.0
1463,2020-01-12 05:00:00,133.0,61.0,52.0,72.0,90.0,12.0,0.0,29.98,0.0,1.0
1464,2020-01-12 06:00:00,135.0,64.0,52.0,64.0,90.0,8.0,0.0,29.96,0.0,1.0
1465,2020-01-12 07:00:00,138.0,68.0,52.0,56.0,112.5,7.0,0.0,29.9,0.0,1.0
1466,2020-01-12 08:00:00,146.0,70.0,54.0,56.0,135.0,8.0,0.0,29.9,0.0,1.0
1467,2020-01-12 09:00:00,133.0,72.0,54.0,53.0,157.5,6.0,0.0,29.87,0.0,1.0
1468,2020-01-12 10:00:00,136.0,72.0,54.0,53.0,112.5,8.0,0.0,29.87,0.0,1.0
1469,2020-01-12 11:00:00,109.0,70.0,54.0,56.0,135.0,6.0,0.0,29.87,0.0,1.0
1470,2020-01-12 12:00:00,102.0,68.0,52.0,56.0,135.0,5.0,0.0,29.87,0.0,1.0
1471,2020-01-12 13:00:00,90.0,66.0,52.0,60.0,0.0,0.0,0.0,29.87,0.0,1.0
1472,2020-01-12 14:00:00,74.0,64.0,52.0,64.0,0.0,0.0,0.0,29.87,0.0,1.0
1473,2020-01-12 15:00:00,74.0,63.0,52.0,68.0,0.0,0.0,0.0,29.9,0.0,1.0
1474,2020-01-12 16:00:00,59.0,61.0,52.0,72.0,0.0,0.0,0.0,29.9,0.0,1.0
1475,2020-01-12 17:00:00,60.0,59.0,54.0,82.0,0.0,0.0,0.0,29.9,0.0,1.0
1476,2020-01-12 18:00:00,81.0,59.0,54.0,82.0,112.5,3.0,0.0,29.87,0.0,1.0
1477,2020-01-12 19:00:00,93.0,57.0,54.0,88.0,90.0,3.0,0.0,29.87,0.0,1.0
1478,2020-01-12 20:00:00,118.0,55.0,52.0,88.0,90.0,3.0,0.0,29.87,0.0,1.0
1479,2020-01-12 21:00:00,187.0,54.0,52.0,94.0,90.0,5.0,0.0,29.87,0.0,1.0
1480,2020-01-12 22:00:00,193.0,54.0,50.0,88.0,112.5,5.0,0.0,29.87,0.0,1.0
1481,2020-01-12 23:00:00,178.0,52.0,50.0,94.0,112.5,3.0,0.0,29.84,0.0,1.0
1482,2020-01-13 00:00:00,167.0,52.0,48.0,88.0,0.0,0.0,0.0,29.87,0.0,1.0
1483,2020-01-13 01:00:00,171.0,52.0,48.0,88.0,157.5,3.0,0.0,29.87,0.0,1.0
1484,2020-01-13 02:00:00,120.0,55.0,46.0,72.0,0.0,0.0,0.0,29.9,0.0,1.0
1485,2020-01-13 03:00:00,110.0,59.0,48.0,67.0,135.0,5.0,0.0,29.93,0.0,1.0
1486,2020-01-13 04:00:00,106.0,63.0,50.0,63.0,135.0,5.0,0.0,29.93,0.0,1.0
1487,2020-01-13 05:00:00,117.0,66.0,52.0,60.0,135.0,7.0,0.0,29.93,0.0,1.0
1488,2020-01-13 06:00:00,138.0,68.0,50.0,52.0,135.0,8.0,0.0,29.9,0.0,1.0
1489,2020-01-13 07:00:00,167.0,70.0,50.0,49.0,157.5,8.0,0.0,29.87,0.0,1.0
1490,2020-01-13 08:00:00,136.0,72.0,52.0,50.0,180.0,8.0,0.0,29.84,0.0,1.0
1491,2020-01-13 09:00:00,126.0,72.0,52.0,50.0,157.5,8.0,0.0,29.84,0.0,1.0
1492,2020-01-13 10:00:00,113.0,72.0,52.0,50.0,135.0,7.0,0.0,29.84,0.0,1.0
1493,2020-01-13 11:00:00,103.0,70.0,50.0,49.0,157.5,6.0,0.0,29.84,0.0,1.0
1494,2020-01-13 12:00:00,92.0,68.0,50.0,52.0,135.0,3.0,0.0,29.84,0.0,1.0
1495,2020-01-13 13:00:00,108.0,66.0,52.0,60.0,0.0,0.0,0.0,29.87,0.0,1.0
1496,2020-01-13 14:00:00,109.0,63.0,54.0,72.0,0.0,0.0,0.0,29.87,0.0,1.0
1497,2020-01-13 15:00:00,109.0,63.0,54.0,72.0,0.0,0.0,0.0,29.9,0.0,1.0
1498,2020-01-13 16:00:00,129.0,63.0,54.0,72.0,0.0,0.0,0.0,29.9,0.0,1.0
1499,2020-01-13 17:00:00,133.0,59.0,54.0,82.0,0.0,0.0,0.0,29.9,0.0,2.0
1500,2020-01-13 18:00:00,155.0,57.0,54.0,88.0,0.0,0.0,0.0,29.9,0.0,2.0
1501,2020-01-13 19:00:00,214.0,57.0,54.0,88.0,0.0,0.0,0.0,29.9,0.0,2.0
1502,2020-01-13 20:00:00,344.0,55.0,52.0,88.0,0.0,0.0,0.0,29.87,0.0,2.0
1503,2020-01-13 21:00:00,339.0,55.0,52.0,88.0,0.0,0.0,0.0,29.87,0.0,2.0
1504,2020-01-13 23:00:00,398.0,54.0,50.0,88.0,0.0,0.0,0.0,29.87,0.0,2.0
1505,2020-01-14 00:00:00,395.0,52.0,48.0,88.0,0.0,0.0,0.0,29.9,0.0,2.0
1506,2020-01-14 04:00:00,384.0,63.0,54.0,72.0,90.0,3.0,0.0,29.96,0.0,2.0
1507,2020-01-14 05:00:00,294.0,68.0,55.0,64.0,112.5,3.0,0.0,29.96,0.0,1.0
1508,2020-01-14 06:00:00,329.0,72.0,54.0,53.0,0.0,0.0,0.0,29.93,0.0,1.0
1509,2020-01-14 07:00:00,211.0,75.0,52.0,44.0,112.5,6.0,0.0,29.9,0.0,1.0
1510,2020-01-14 08:00:00,187.0,75.0,52.0,44.0,112.5,6.0,0.0,29.87,0.0,1.0
1511,2020-01-14 09:00:00,186.0,77.0,52.0,41.0,135.0,6.0,0.0,29.87,0.0,1.0
1512,2020-01-14 10:00:00,163.0,75.0,52.0,44.0,112.5,5.0,0.0,29.87,0.0,1.0
1513,2020-01-14 11:00:00,164.0,73.0,54.0,50.0,112.5,3.0,0.0,29.84,0.0,1.0
1514,2020-01-14 12:00:00,111.0,72.0,52.0,50.0,0.0,0.0,0.0,29.87,0.0,1.0
1515,2020-01-14 13:00:00,143.0,68.0,54.0,60.0,0.0,0.0,0.0,29.87,0.0,1.0
1516,2020-01-14 14:00:00,143.0,66.0,54.0,64.0,0.0,0.0,0.0,29.9,0.0,1.0
1517,2020-01-14 15:00:00,107.0,64.0,55.0,73.0,0.0,0.0,0.0,29.93,0.0,1.0
1518,2020-01-14 16:00:00,101.0,64.0,55.0,73.0,0.0,0.0,0.0,29.93,0.0,1.0
1519,2020-01-14 17:00:00,123.0,63.0,55.0,77.0,0.0,0.0,0.0,29.93,0.0,1.0
1520,2020-01-14 18:00:00,142.0,61.0,54.0,77.0,0.0,0.0,0.0,29.9,0.0,1.0
1521,2020-01-14 19:00:00,233.0,57.0,54.0,88.0,0.0,0.0,0.0,29.93,0.0,1.0
1522,2020-01-14 20:00:00,344.0,57.0,54.0,88.0,0.0,0.0,0.0,29.93,0.0,1.0
1523,2020-01-14 21:00:00,410.0,55.0,54.0,94.0,0.0,0.0,0.0,29.9,0.0,2.0
1524,2020-01-14 22:00:00,393.0,55.0,52.0,88.0,0.0,0.0,0.0,29.9,0.0,2.0
1525,2020-01-14 23:00:00,380.0,55.0,54.0,94.0,0.0,0.0,0.0,29.9,0.0,2.0
1526,2020-01-15 00:00:00,399.0,55.0,54.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1527,2020-01-15 01:00:00,373.0,55.0,54.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1528,2020-01-15 02:00:00,365.0,55.0,54.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1529,2020-01-15 04:00:00,423.0,66.0,55.0,68.0,22.5,3.0,0.0,30.01,0.0,1.0
1530,2020-01-15 05:00:00,408.0,70.0,55.0,60.0,0.0,0.0,0.0,29.98,0.0,1.0
1531,2020-01-15 06:00:00,394.0,73.0,57.0,57.0,0.0,0.0,0.0,29.96,0.0,1.0
1532,2020-01-15 07:00:00,450.0,77.0,57.0,50.0,112.5,3.0,0.0,29.93,0.0,1.0
1533,2020-01-15 08:00:00,428.0,79.0,57.0,47.0,112.5,3.0,0.0,29.9,0.0,1.0
1534,2020-01-15 09:00:00,337.0,79.0,57.0,47.0,112.5,5.0,0.0,29.9,0.0,1.0
1535,2020-01-15 10:00:00,302.0,79.0,57.0,47.0,90.0,7.0,0.0,29.9,0.0,1.0
1536,2020-01-15 11:00:00,289.0,75.0,57.0,53.0,67.5,6.0,0.0,29.87,0.0,1.0
1537,2020-01-15 12:00:00,224.0,73.0,59.0,61.0,0.0,0.0,0.0,29.9,0.0,1.0
1538,2020-01-15 13:00:00,199.0,72.0,59.0,64.0,0.0,0.0,0.0,29.93,0.0,1.0
1539,2020-01-15 14:00:00,145.0,68.0,59.0,73.0,0.0,0.0,0.0,29.93,0.0,1.0
1540,2020-01-15 15:00:00,131.0,68.0,59.0,73.0,0.0,0.0,0.0,29.93,0.0,1.0
1541,2020-01-15 16:00:00,135.0,64.0,59.0,83.0,0.0,0.0,0.0,29.96,0.0,1.0
1542,2020-01-15 17:00:00,133.0,64.0,59.0,83.0,0.0,0.0,0.0,29.96,0.0,2.0
1543,2020-01-15 18:00:00,169.0,59.0,57.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1544,2020-01-15 19:00:00,226.0,57.0,55.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1545,2020-01-15 20:00:00,256.0,57.0,55.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1546,2020-01-15 21:00:00,290.0,55.0,54.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1547,2020-01-15 22:00:00,286.0,55.0,54.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1548,2020-01-16 04:00:00,452.0,68.0,61.0,78.0,360.0,3.0,0.0,30.01,0.0,2.0
1549,2020-01-16 05:00:00,288.0,72.0,61.0,69.0,22.5,5.0,0.0,29.98,0.0,1.0
1550,2020-01-16 06:00:00,256.0,77.0,61.0,57.0,360.0,3.0,0.0,29.96,0.0,1.0
1551,2020-01-16 07:00:00,257.0,79.0,63.0,57.0,0.0,0.0,0.0,29.93,0.0,1.0
1552,2020-01-16 08:00:00,250.0,81.0,63.0,54.0,67.5,5.0,0.0,29.9,0.0,1.0
1553,2020-01-16 09:00:00,225.0,81.0,63.0,54.0,360.0,5.0,0.0,29.87,0.0,1.0
1554,2020-01-16 10:00:00,182.0,81.0,63.0,54.0,315.0,6.0,0.0,29.87,0.0,1.0
1555,2020-01-16 11:00:00,168.0,79.0,63.0,57.0,0.0,0.0,0.0,29.87,0.0,1.0
1556,2020-01-16 12:00:00,174.0,77.0,63.0,61.0,0.0,0.0,0.0,29.9,0.0,1.0
1557,2020-01-16 13:00:00,155.0,73.0,64.0,73.0,0.0,0.0,0.0,29.9,0.0,1.0
1558,2020-01-16 14:00:00,168.0,70.0,63.0,78.0,0.0,0.0,0.0,29.93,0.0,1.0
1559,2020-01-16 15:00:00,132.0,68.0,63.0,83.0,0.0,0.0,0.0,29.96,0.0,1.0
1560,2020-01-16 16:00:00,94.0,68.0,63.0,83.0,0.0,0.0,0.0,29.96,0.0,1.0
1561,2020-01-16 17:00:00,101.0,66.0,63.0,88.0,0.0,0.0,0.0,29.96,0.0,1.0
1562,2020-01-16 18:00:00,132.0,66.0,63.0,88.0,0.0,0.0,0.0,29.96,0.0,1.0
1563,2020-01-16 19:00:00,146.0,64.0,61.0,88.0,0.0,0.0,0.0,29.96,0.0,1.0
1564,2020-01-16 20:00:00,180.0,63.0,61.0,94.0,0.0,0.0,0.0,29.93,0.0,1.0
1565,2020-01-16 21:00:00,200.0,63.0,61.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1566,2020-01-16 22:00:00,195.0,61.0,59.0,94.0,0.0,0.0,0.0,29.93,0.0,2.0
1567,2020-01-16 23:00:00,193.0,59.0,59.0,100.0,0.0,0.0,0.0,29.93,0.0,2.0
1568,2020-01-17 00:00:00,167.0,57.0,57.0,100.0,0.0,0.0,0.0,29.93,0.0,2.0
1569,2020-01-17 01:00:00,185.0,59.0,57.0,94.0,0.0,0.0,0.0,29.96,0.0,2.0
1570,2020-01-17 02:00:00,188.0,61.0,57.0,88.0,0.0,0.0,0.0,29.98,0.0,2.0
1571,2020-01-17 03:00:00,200.0,64.0,63.0,94.0,0.0,0.0,0.0,29.98,0.0,2.0
